step,joint_pos,eef_pos,reward,done
120,"[-0.06271640480044233, 0.642982201113671, 0.25237920326714003, -2.7895199844921743, -2.383459927925537, 2.1656207284816413, 2.6495699360403657]","[-0.29930610104015276, 0.013747854889066463, 0.848643800183878]",0.0,False
121,"[-0.0555712512374881, 0.634556025302397, 0.268369548312506, -2.8045968344167433, -2.345760200182129, 2.153861385331266, 2.655828521851506]","[-0.30569856664416284, 0.015881794327786594, 0.8524522322123602]",0.0,False
122,"[-0.05260352284858828, 0.636319191245228, 0.2738619575254497, -2.8064827717741814, -2.363562800169663, 2.1401106992555943, 2.6617578990624415]","[-0.3039468462763268, 0.019024827258377612, 0.8527195022902113]",0.0,False
123,"[-0.05334557393631217, 0.6216921478406433, 0.29540972028652757, -2.800759166508214, -2.384551543410149, 2.133198875856103, 2.6756591124449263]","[-0.2929036415406908, 0.02977023965658565, 0.8570657553778491]",0.0,False
124,"[-0.05554742849017268, 0.594539326356408, 0.31216171718453706, -2.815642028719421, -2.4023519791144206, 2.1289443460322963, 2.6870168966148893]","[-0.28873473673520245, 0.036274209595531605, 0.8646182729992034]",0.0,False
125,"[-0.05046147297820033, 0.5929670328885734, 0.3002762514084106, -2.8137490161157626, -2.4322358494506786, 2.110136832202057, 2.6711694361821756]","[-0.2822915239723795, 0.034360358802769615, 0.8663177479586643]",0.0,False
126,"[-0.047981740347740755, 0.6121508932154582, 0.2838351040144038, -2.807515562681048, -2.4414711192228244, 2.0904649624411187, 2.6610284862897062]","[-0.28084827673361723, 0.028051346400877017, 0.8623327865800728]",0.0,False
127,"[-0.04730682915379626, 0.61960730796036, 0.25993805230933875, -2.7886206811245513, -2.4165039636691557, 2.0795306631896446, 2.6511730332390893]","[-0.2730982447597533, 0.015774923255213028, 0.8610924663052286]",0.0,False
128,"[-0.03689565199262141, 0.626395345330558, 0.2510820912670371, -2.7475511173468123, -2.4354144067008137, 2.082829619266045, 2.652596200309151]","[-0.251472524429267, 0.019778447631978037, 0.8607915627551965]",0.0,False
129,"[-0.02494551020957237, 0.6269369437226788, 0.22795969512733147, -2.7221300321065476, -2.4714429499813737, 2.0851643022170716, 2.653360440007127]","[-0.2348043762518492, 0.020293386380692044, 0.8613429614678343]",0.0,False
130,"[-0.01018747250364253, 0.6391325712556039, 0.19625422149833835, -2.6967700286160996, -2.486715725030615, 2.06900815180496, 2.6303808029791353]","[-0.22076527405677063, 0.011642774741148422, 0.860647887864147]",0.0,False
131,"[0.005904095421782598, 0.6475977233276295, 0.1806788760523263, -2.6780208765621962, -2.4440772604848586, 2.0358306843012506, 2.605564629964422]","[-0.21028331720350518, 0.0025551613838057236, 0.8623341609060896]",0.0,False
132,"[0.0182576691662244, 0.6564755538717946, 0.19087043203886855, -2.6714760115263214, -2.3893229159328064, 2.009761507137327, 2.600520428698903]","[-0.2092616148699286, 0.0027206704182445793, 0.8632841529317934]",0.0,False
133,"[0.030698726451332897, 0.6558830453870653, 0.21258984550297208, -2.6890583700641866, -2.35292850283948, 1.9793588211779263, 2.5975992975066853]","[-0.21699798732821818, 0.008733509992379852, 0.8651351701061142]",0.0,False
134,"[0.03967622534181499, 0.6466623641414289, 0.23384784849969842, -2.7009822684956286, -2.335945667567916, 1.9577775790955843, 2.597902688582022]","[-0.21906465004637954, 0.016827243409537215, 0.8699781492549088]",0.0,False
135,"[0.03901613093002006, 0.6608390472265, 0.22935759996040325, -2.6745185144262154, -2.330609989304883, 1.9681718043341558, 2.62276204763728]","[-0.21197649659192302, 0.01794906984434886, 0.8666125983364326]",0.0,False
136,"[0.03831965661959753, 0.6752178049488903, 0.21907222865632833, -2.6499978805678666, -2.3220023653327404, 1.9943673056105227, 2.634303949982798]","[-0.20806823563118437, 0.016428024463610878, 0.8606031722394785]",0.0,False
137,"[0.045027154226356926, 0.6651604758890336, 0.21407546188564505, -2.644875068471098, -2.3388223378927524, 2.0120815208205522, 2.616150121481099]","[-0.20307903591469723, 0.02067444271253676, 0.8622262814322948]",0.0,False
138,"[0.05036803539477145, 0.6454337747818188, 0.20635692549985474, -2.652829060108604, -2.3583267967978254, 2.031855381149832, 2.6066212842362493]","[-0.20136025749905972, 0.022622668318109072, 0.8664211884797541]",0.0,False
139,"[0.05568300364328907, 0.6156527254503581, 0.19699997046808737, -2.6554725723801833, -2.385850171305738, 2.054944160013882, 2.5974052141628907]","[-0.1939000701133552, 0.025608047626379145, 0.8740695620770185]",0.0,False
140,"[0.06262137932008499, 0.5915541584208323, 0.19648707202667987, -2.6650420527039467, -2.450741367673777, 2.0760288159427356, 2.5967134512566368]","[-0.18943955640118748, 0.03668151893906727, 0.8799853511706536]",0.0,False
141,"[0.06749415056058054, 0.5932183251380349, 0.18354191497775266, -2.6633274635699413, -2.5243703332243026, 2.0891346242895295, 2.597633101432421]","[-0.18716370240432356, 0.04258078814847387, 0.878500153639817]",0.0,False
142,"[0.06741930754837305, 0.6217796150073298, 0.14879109322253212, -2.643788429725596, -2.5594233020576245, 2.093381500312262, 2.5940927242578122]","[-0.18395509279920824, 0.03125547300345956, 0.869907779776677]",0.0,False
143,"[0.0668101188337046, 0.6603582345898844, 0.10833729710770618, -2.6173761809252634, -2.5617880706031055, 2.103422229619318, 2.574708020019627]","[-0.183689641658532, 0.012068686458299754, 0.8576388205632967]",0.0,False
144,"[0.0701168572932623, 0.6769913208062658, 0.08806624872917744, -2.6027016395353737, -2.527675476078076, 2.1187447691891874, 2.5409494564503743]","[-0.1858822617129617, -0.0001769718355424249, 0.851358494956631]",0.0,False
145,"[0.07314032653475543, 0.6743803186858335, 0.08159010805454985, -2.5846042235810716, -2.444821511628189, 2.167393856200167, 2.517077804081869]","[-0.1876998900577217, -0.0052666790221299956, 0.8501016227978206]",0.0,False
146,"[0.07339385279225606, 0.6547383969707443, 0.0819527123546201, -2.5725998504541616, -2.3553277709899274, 2.238015152737927, 2.49613260938599]","[-0.19044863816976743, -0.004362669310134799, 0.8521724198176472]",0.0,False
147,"[0.07244498864144953, 0.6341047242652542, 0.08093472407698132, -2.570755159099219, -2.2578766840989886, 2.2897698296209783, 2.456865405879137]","[-0.19573760338222296, -0.0049838639208228536, 0.8559678784999405]",0.0,False
148,"[0.07183506870959896, 0.607499048358612, 0.09691232887847308, -2.587512982495889, -2.200825260399465, 2.3294201077409116, 2.4052048001174082]","[-0.20482821750121608, 0.0037495857027727147, 0.8604401105324262]",0.0,False
149,"[0.06886841400377981, 0.6060910088993049, 0.10341059578298212, -2.5743978974736033, -2.1930677261965035, 2.3621570060930535, 2.3578322986273497]","[-0.20302568779942942, 0.011994684770693632, 0.8604097757327717]",0.0,False
150,"[0.06701012433084265, 0.6200249165479756, 0.08676279445739633, -2.5685273054449334, -2.1890968265566166, 2.3738994633562, 2.3019290456507018]","[-0.2055750137074465, 0.005110112794224353, 0.8554420735626354]",0.0,False
151,"[0.06399626569994747, 0.6229745771248157, 0.07639931400032755, -2.5663065389160553, -2.1850364225628436, 2.384610028250409, 2.2635492971737197]","[-0.20757603248541956, -0.00017021020673887305, 0.8539262017794913]",0.0,False
152,"[0.05513050113295226, 0.6326208254978293, 0.08811734963971438, -2.56398484356106, -2.179872435488778, 2.402860829200506, 2.2619171981740394]","[-0.21256486708492817, 0.004863185780960545, 0.8498150474228869]",0.0,False
153,"[0.04504092304935311, 0.637712540320112, 0.09424813593522154, -2.546264111174686, -2.1817307353236344, 2.4193895077422862, 2.286986045524291]","[-0.20730321068672666, 0.008761878418736282, 0.8483747959554676]",0.0,False
154,"[0.03696939655326686, 0.6434829346765814, 0.08176463317761923, -2.5269415127054895, -2.174409064850789, 2.4164428434278653, 2.3055525864534863]","[-0.1975874300310556, 2.418096145252735e-05, 0.8486991656708615]",0.0,False
155,"[0.02990987060837197, 0.6650803404266886, 0.0858625732374137, -2.498259816781752, -2.150310124822081, 2.4162204208325178, 2.3250982327032625]","[-0.19036470818613654, -0.0009205765596350807, 0.8440421948134983]",0.0,False
156,"[0.024365104017054735, 0.684112748209612, 0.108980685659364, -2.454209924702898, -2.167135146355789, 2.427574317037027, 2.3673171282581746]","[-0.17333679357477402, 0.014027685848219368, 0.8410060689937329]",0.0,False
157,"[0.015000544935382751, 0.7102522759635584, 0.10900289479581764, -2.436411772971206, -2.168143951279588, 2.4236053893943805, 2.39657240047991]","[-0.17168107263861582, 0.011894814009034901, 0.8336669155072961]",0.0,False
158,"[0.014894963469527499, 0.7093739454808989, 0.10564570494324414, -2.441603605160635, -2.1689287000499147, 2.4132874656016834, 2.394214532215665]","[-0.17316654488244543, 0.007390391294030657, 0.8332835910679095]",0.0,False
159,"[0.021075816845167048, 0.7078111054029976, 0.09103541217295555, -2.434449978933551, -2.166274144552939, 2.392146721879743, 2.3956870262497354]","[-0.1659987746867421, -0.00129402862474573, 0.8363114462221334]",0.0,False
160,"[0.024156719823536503, 0.7111922748114917, 0.07749705437622748, -2.4255749042801487, -2.167680948280233, 2.411336006313097, 2.4052122484960026]","[-0.16408013749802383, -0.004547189993639386, 0.8351075480849515]",0.0,False
161,"[0.01704608918936876, 0.7178997044106917, 0.057021878269003436, -2.409080763984835, -2.1819103879491206, 2.474395200883021, 2.4211710703932936]","[-0.16465492614494265, -0.007184359720106483, 0.8312388688077016]",0.0,False
162,"[0.008971814123585015, 0.7149091216708291, 0.031345761591274286, -2.3897418186640893, -2.1748832156128968, 2.538604471618935, 2.4340795810053297]","[-0.16108143814922113, -0.01350089095021817, 0.8316005147866063]",0.0,False
163,"[0.010030347582370227, 0.71788469863256, -0.0006658061942411732, -2.3897956846522677, -2.1498715583434445, 2.568456431253792, 2.419729990032941]","[-0.16645305222369042, -0.026373392575392028, 0.8301131799830984]",0.0,False
164,"[0.01322964290084919, 0.7263719902473711, -0.007232424712874647, -2.3948352409587166, -2.1296622789829094, 2.5873329661067492, 2.3995812785474553]","[-0.1759769328555322, -0.026715938036907125, 0.8255400113233435]",0.0,False
165,"[0.011731490084276281, 0.7290061134526075, -0.0020881341629371028, -2.4007207440672, -2.116358480920799, 2.621322305013548, 2.3689074844084073]","[-0.18492378265442758, -0.018278770537054463, 0.8226807410336464]",0.0,False
166,"[0.005182573503993963, 0.7312172382078737, -0.013629372595797934, -2.4060133600994433, -2.0537089952785217, 2.655121343967599, 2.3074818921934073]","[-0.19439814258081917, -0.020898992552778883, 0.8206206106969084]",0.0,False
167,"[0.004508762765475476, 0.7328507037663218, -0.02933746993041089, -2.3949681985057425, -1.9495956010475215, 2.6919606219315457, 2.21043713810175]","[-0.19336589960503564, -0.02317839064038687, 0.8207425817863396]",0.0,False
168,"[0.011814128799347382, 0.7354195621207433, -0.04826941769842664, -2.3862853832016, -1.8252103694393775, 2.728099767977289, 2.0915436978714816]","[-0.1922522066676973, -0.02369766167574243, 0.8205151331015912]",0.0,False
169,"[0.025052884522499045, 0.7332591638958081, -0.06669148109199406, -2.3766384430797682, -1.7139237493634316, 2.7476851198529646, 1.9549544537148507]","[-0.18655391380078937, -0.024839807287419427, 0.8223540570486811]",0.0,False
170,"[0.03280721208693509, 0.7478458657518676, -0.06979668572039242, -2.36037165803822, -1.5892229431983982, 2.7629625997231178, 1.8266569487815314]","[-0.18171114194272173, -0.020962912661492403, 0.8189055043502361]",0.0,False
171,"[0.04016607663102076, 0.7499385472148592, -0.08387947373549993, -2.358087210981815, -1.4777281739547776, 2.78105597314537, 1.7048107652061142]","[-0.18033625184681049, -0.021701607946140247, 0.8183346820742011]",0.0,False
172,"[0.04926990252901886, 0.730983564400998, -0.10331494994122473, -2.3640080806183428, -1.4048566414744654, 2.802824359884498, 1.5796455646545082]","[-0.17414490436999353, -0.024436514390185564, 0.8251895162129157]",0.0,False
173,"[0.05314009912599324, 0.7240344196015958, -0.13047290229625316, -2.383428262264755, -1.3350974514011293, 2.824846029793484, 1.4437920254367866]","[-0.1800094283934947, -0.03291493855954197, 0.8272479270907364]",0.0,False
174,"[0.060954071229150045, 0.7292720750207949, -0.16356822224165726, -2.3637200094322237, -1.2882517742100197, 2.8312249438430523, 1.3342402699788585]","[-0.17066510675070085, -0.04798896499312125, 0.8285661798011166]",0.0,False
175,"[0.06968860227043894, 0.7386998809273334, -0.1826637548697033, -2.346881476259817, -1.2410825526852876, 2.833860230070194, 1.268600390773458]","[-0.16210904725178774, -0.05641034832210778, 0.8284816944172458]",0.0,False
176,"[0.0802948766822358, 0.7520299549000636, -0.18668190825784364, -2.334269651634272, -1.2101374318735085, 2.8307365804798, 1.212737469532157]","[-0.1595458516784709, -0.05626920775068807, 0.825144311099111]",0.0,False
177,"[0.09449879655195335, 0.7562013145232875, -0.19427820158637965, -2.3114596491989676, -1.1972799862614105, 2.8267746662480007, 1.1760634218754435]","[-0.14749052410094443, -0.05620869071119137, 0.8266274773525105]",0.0,False
178,"[0.10413569579385752, 0.7469884996144892, -0.20594960773248572, -2.3247904661670993, -1.1705135639400905, 2.8229109751301604, 1.1571278065893267]","[-0.15003859455803392, -0.05937099363325745, 0.8295409342055045]",0.0,False
179,"[0.11303991309826013, 0.7520167331115309, -0.23299767250776218, -2.3226091449361883, -1.1599357880296606, 2.811536407603962, 1.1268056407746936]","[-0.15220373167384466, -0.07344729771968347, 0.8300701830939057]",0.0,False
180,"[0.12052953957983897, 0.7782419483842766, -0.26061575862926717, -2.315217683056962, -1.1480819551052737, 2.7878834452345695, 1.0914735346387254]","[-0.16043727838022181, -0.09260841247672541, 0.8238917679450808]",0.0,False
181,"[0.13077806543753195, 0.790701572815921, -0.2708826892746129, -2.3140553641619475, -1.106018627794632, 2.751034430743861, 1.069000185128392]","[-0.1682733807299848, -0.10300942188424145, 0.8208474477971588]",0.0,False
182,"[0.1454952858124173, 0.7813844549328592, -0.26953271627032294, -2.2927401105814957, -1.049013144081359, 2.714776482892848, 1.0655291783963678]","[-0.15533919396934456, -0.10301520121754984, 0.8276462014215962]",0.0,False
183,"[0.1492843903397653, 0.7814440277791722, -0.25787716815206474, -2.278358807643952, -0.963624771322478, 2.7042078916413996, 1.0622898160083862]","[-0.14692101235108912, -0.09654561056480004, 0.8289861921218574]",0.0,False
184,"[0.14334141974256948, 0.7698962171222257, -0.2329942250259647, -2.2930717944461003, -0.8553644596714981, 2.7072743469770844, 1.023804361792221]","[-0.15074664877038302, -0.08324528407726797, 0.8285140976606008]",0.0,False
185,"[0.12700955500127856, 0.7663136724210422, -0.2092803697742087, -2.3158418572181825, -0.7328298292598708, 2.7008620613698153, 0.9444533124669521]","[-0.1648706486245336, -0.07590762645693645, 0.8252560474736754]",0.0,False
186,"[0.09385745247646132, 0.786638151099808, -0.17158430488939372, -2.3369915098844474, -0.5724759369298702, 2.7028797306201433, 0.8279854430867761]","[-0.18825344442094166, -0.06729458302207732, 0.8123961195073142]",0.0,False
187,"[0.06295851674352054, 0.7910355773200602, -0.16252526971899875, -2.318803451500872, -0.44279615915575504, 2.6804702274670547, 0.7017098147618223]","[-0.18704760669621917, -0.0738998308622928, 0.8115726393059937]",0.0,False
188,"[0.0478214317595316, 0.7980597175748312, -0.1709064130167522, -2.2683654514179494, -0.38897070808855394, 2.628302659283298, 0.5832562081431624]","[-0.1730581425243613, -0.08927467861091078, 0.8153439389379222]",0.0,False
189,"[0.04205486959065963, 0.8007053883181348, -0.19491569126253572, -2.201369828495312, -0.3605337355233174, 2.585899837748809, 0.48791919897150554]","[-0.14590765640698625, -0.10930391226361041, 0.8247995554653343]",0.0,False
190,"[0.038112161370818035, 0.8151370536230717, -0.2094467370845351, -2.1505608004235186, -0.3268182532399768, 2.558164825474841, 0.40450961989702944]","[-0.12919177786663072, -0.1226381863638524, 0.8283897262148351]",0.0,False
191,"[0.023721658936143582, 0.8309340184087798, -0.19584354175662988, -2.105871650994712, -0.2577735291635129, 2.542678609253668, 0.31108486546545305]","[-0.11476609273283533, -0.12108590944536478, 0.8268163629625424]",0.0,False
192,"[-0.0051465438466563075, 0.8482893468740178, -0.16440091233159662, -2.0795477463824796, -0.14222250595387995, 2.530166684756095, 0.1940723211018032]","[-0.11032136693000044, -0.11139919672004832, 0.8201862437514061]",0.0,False
193,"[-0.02606154172964295, 0.8585524316123624, -0.1694116440265001, -2.050553548824829, -0.08158849500357468, 2.498425040835517, 0.09530980225987891]","[-0.10803401567158022, -0.12100845661242812, 0.8197810848221763]",0.0,False
194,"[-0.022724907077879, 0.86251138912221, -0.2128072180522391, -2.0254917132367676, -0.12238340066912919, 2.449355555382669, 0.05094120216940647]","[-0.10989280086443975, -0.14924395549004182, 0.8270674506668342]",0.0,False
195,"[-0.014813409367047089, 0.8607571306791838, -0.22357150500251555, -1.992894075210917, -0.149954523228212, 2.4044634461752827, 0.054643298592038134]","[-0.10137483004272745, -0.15688846834911535, 0.8356481951382033]",0.0,False
196,"[-0.012753354663490805, 0.87569266825027, -0.2296965696255431, -1.963470937769553, -0.16306970242902752, 2.370939472239367, 0.06740396814098833]","[-0.09804793690468216, -0.16154581218281203, 0.8362617528869399]",0.0,False
197,"[-0.017443944330282617, 0.8994052810524907, -0.2169710782816108, -1.928334319108681, -0.13647129006834016, 2.34490901227887, 0.05539453363933154]","[-0.09381864834406453, -0.1563228747373362, 0.8300523352718329]",0.0,False
198,"[-0.02465482312445617, 0.9265176003276573, -0.2227377976512102, -1.8736993826014179, -0.13841616290461628, 2.329106566076942, 0.04505991856357806]","[-0.08031652291088617, -0.1646143648689999, 0.8284741273354774]",0.0,False
199,"[-0.021519681617361806, 0.9381991170619195, -0.24450711266488834, -1.859082260194058, -0.15142657120860747, 2.31887033969356, 0.0659385908656358]","[-0.08028542773840375, -0.17893373097307522, 0.8288059976948124]",0.0,False
200,"[-0.021111162508396668, 0.9370200815016412, -0.23974139122214327, -1.8408751359460964, -0.14186853518354506, 2.3011974751329793, 0.07947586745673921]","[-0.07422126748678377, -0.1762685392396774, 0.8324825176551716]",0.0,False
201,"[-0.02131872204123758, 0.9507220893945847, -0.2304223376999863, -1.8183700808127532, -0.1759664096639545, 2.2852510237818047, 0.07148725486751077]","[-0.06930338570006758, -0.17433083249626996, 0.8305174911207106]",0.0,False
202,"[-0.023310886389706947, 0.9737268538240718, -0.21940941867534813, -1.7939966259640894, -0.2126547912750159, 2.278270834013674, 0.05401658233371091]","[-0.06660076844430235, -0.1727725276761632, 0.8238029038911965]",0.0,False
203,"[-0.0309527677163002, 0.9940459192858161, -0.22690200204170582, -1.7634277311862152, -0.22160703096696496, 2.271974931741975, 0.04145756404423045]","[-0.061981319699454376, -0.18259760786708382, 0.8209657482037422]",0.0,False
204,"[-0.04474688699964863, 0.9946585917983337, -0.2253847997274341, -1.7514429942627476, -0.1691356768038455, 2.248086127041597, 0.026119966527606054]","[-0.06323944269252824, -0.18471177599324567, 0.8220328028716958]",0.0,False
205,"[-0.05728491732071648, 0.9954741216695894, -0.23757179158283828, -1.7390486083064571, -0.1477320292752101, 2.2077929729219976, 0.005659702086704677]","[-0.06939292095500561, -0.19553449773584905, 0.8263605393158178]",0.0,False
206,"[-0.06827098394581513, 1.003278135768706, -0.23478974293592475, -1.6922282945091458, -0.1109098987616039, 2.1606878222636947, -0.02798589254881188]","[-0.060702631841592435, -0.19758993242136677, 0.8320230575918784]",0.0,False
207,"[-0.07877648720083406, 1.0051409059017784, -0.2264105635542742, -1.6449921422803233, -0.09376660486179599, 2.122732227531458, -0.0826646358784671]","[-0.04553523890445454, -0.19706074316865166, 0.8409933380057032]",0.0,False
208,"[-0.08038016197523816, 1.021299532161605, -0.23792452814448917, -1.6129464934724178, -0.15170445668491492, 2.1128152212590514, -0.11032939077231418]","[-0.03993992270321372, -0.21250711538827521, 0.8440414678437721]",0.0,False
209,"[-0.07136855586239427, 1.0352083089949018, -0.25188536177646326, -1.5994817529988, -0.22540692339273774, 2.1058779577217512, -0.09296104902444823]","[-0.040244659808216586, -0.2261123039493426, 0.8447510351472122]",0.0,False
210,"[-0.05082179598318284, 1.0411107053873303, -0.2593158537530205, -1.5880234229384869, -0.31919926617751476, 2.082749613116715, -0.0502006362474726]","[-0.037711888426103346, -0.23215414659351566, 0.8505708662426442]",0.0,False
211,"[-0.03883444422451622, 1.0501596248076783, -0.23081347818406595, -1.5859632743828749, -0.35618255066833965, 2.071059270000223, -0.01868988367334615]","[-0.035616991085226445, -0.21450172033200798, 0.8444750185314702]",0.0,False
212,"[-0.0407137307743755, 1.0600749927063018, -0.2105681387396096, -1.565568792889389, -0.35512251523295235, 2.0728498148221557, 0.006628443634198359]","[-0.027411881781924427, -0.20220362201125855, 0.8398105647885387]",0.0,False
213,"[-0.03716006008536372, 1.073820816026679, -0.21453460386955325, -1.5371907471826363, -0.38585405383076943, 2.071298052610718, 0.048757752783001464]","[-0.017701816513627087, -0.20703385568855992, 0.8415348779868033]",0.0,False
214,"[-0.03607100633013199, 1.0816772318401038, -0.21653908303639874, -1.551551120288689, -0.3838440589555007, 2.0672775842724267, 0.08169794001760006]","[-0.027929547293501555, -0.2072620104844223, 0.8345201438485399]",0.0,False
215,"[-0.04367830479173471, 1.0845719265629516, -0.20633599914138345, -1.5760501454576186, -0.3318326891378776, 2.0548071285035117, 0.08161291871501156]","[-0.04634376446818358, -0.19832868700987272, 0.8241795161162494]",0.0,False
216,"[-0.05505240526966613, 1.0997710855968235, -0.19549822455643454, -1.5685414810371991, -0.2729559305442985, 2.044216263833403, 0.07915473828061954]","[-0.053775822204130866, -0.18952625233437304, 0.8142510690181989]",0.0,False
217,"[-0.05869756862284268, 1.109757770203204, -0.19568282191008773, -1.5397802054487864, -0.27013415630041915, 2.025443319572701, 0.07558021066779072]","[-0.04858925373491909, -0.1917343248701855, 0.8154321381376637]",0.0,False
218,"[-0.06145900935968923, 1.1083185127966282, -0.19470253188080597, -1.5201935756861655, -0.28243086320839045, 2.019409702123478, 0.04544064694762129]","[-0.03941340408810686, -0.19496351426575706, 0.8212432412198607]",0.0,False
219,"[-0.06551539033385002, 1.0975357743898118, -0.21681303234885954, -1.545008201989456, -0.2820726994722573, 2.0266479096303622, 0.020998765185482507]","[-0.0482293956326046, -0.20917415339216344, 0.8244699001345386]",0.0,False
220,"[-0.06030377424461923, 1.0928287690249876, -0.23945240903056134, -1.557863290560415, -0.3284638377497473, 2.0341539002500775, 0.015062527645832987]","[-0.05317300785239614, -0.22625181779154058, 0.8297104595958104]",0.0,False
221,"[-0.046926142999284666, 1.08611367944347, -0.2502361956406664, -1.5745990988626593, -0.3719152236450173, 2.0361798055705633, 0.03380966112829331]","[-0.05538839166342267, -0.23156752981145487, 0.8335542984907311]",0.0,False
222,"[-0.03507087335441848, 1.071225925636244, -0.24163981028774725, -1.6183335410637982, -0.38837442430083535, 2.0227948621123066, 0.05299214714665122]","[-0.06998940432515638, -0.2221535742763066, 0.8326891905276915]",0.0,False
223,"[-0.02009670432594899, 1.0524813380340343, -0.24170636533098983, -1.6545554052854865, -0.4501454909568737, 2.0092774092799255, 0.07880297294739479]","[-0.07898122091580824, -0.22150552384638075, 0.8386476348223246]",0.0,False
224,"[-0.0035033955549560016, 1.0351058447586265, -0.2436171592402042, -1.6641963149350758, -0.520685780039908, 2.0029159859182766, 0.1348383175605085]","[-0.07230039884697159, -0.22387965375036079, 0.8501951325719014]",0.0,False
225,"[0.01552554127688982, 1.017658554828108, -0.2426654570057881, -1.669767689243121, -0.5990821595865037, 1.9915669388459036, 0.20618785939491363]","[-0.06169998842556608, -0.224093837848079, 0.8630471829606448]",0.0,False
226,"[0.026864691529685705, 1.007465489605081, -0.2392152903253717, -1.6893019942753993, -0.631937341320151, 1.9945837127919726, 0.2753710590748689]","[-0.061660440840630895, -0.21990536859845977, 0.8658829098656418]",0.0,False
227,"[0.026709299062099203, 1.0134847211929732, -0.2384223817387216, -1.701042880891882, -0.6429328699904365, 2.0264701693870397, 0.3231600853529499]","[-0.06325738400669627, -0.21856748236952356, 0.8583542482728521]",0.0,False
228,"[0.020100425640449376, 1.0153422656226854, -0.22047795722942579, -1.7146965144659534, -0.5997886372764937, 2.0666770724169794, 0.3491806394661494]","[-0.06550682417826353, -0.20437890530744302, 0.845457396323919]",0.0,False
229,"[0.012294839794856464, 1.0211744607918172, -0.2020026523271546, -1.7050951752463508, -0.569042959531442, 2.102901460078883, 0.3470273329367149]","[-0.057812835893783415, -0.1909355826948785, 0.8367893464188735]",0.0,False
230,"[0.014910081957192034, 1.021889403712395, -0.20636834809759702, -1.7001467237118408, -0.5981703953979354, 2.1305803296399333, 0.35098566381295393]","[-0.04804243443549048, -0.19290807515346842, 0.8370064098059059]",0.0,False
231,"[0.031992723302884093, 1.0110787904933596, -0.22519921417750632, -1.7188814909120518, -0.6803223968152525, 2.1350668493980245, 0.39267260795594816]","[-0.045946025487751924, -0.20308053492376799, 0.84549884939902]",0.0,False
232,"[0.04998728019862912, 0.995578834706192, -0.21645869959888978, -1.7348908660996556, -0.7434900822661197, 2.132242063208414, 0.43067469214119003]","[-0.040531077908949144, -0.19538151798731787, 0.8517498170140664]",0.0,False
233,"[0.05282509315872653, 0.9701042591772633, -0.18409406750094554, -1.7462336064199806, -0.7347698145626324, 2.1388032644494768, 0.4453384515187954]","[-0.032524880487179386, -0.1722505789928013, 0.8557947435198896]",0.0,False
234,"[0.0430475740527092, 0.9602611617015132, -0.15375547287150462, -1.7596937831276727, -0.6897044527474415, 2.1505497553733357, 0.4349232399195743]","[-0.03533661994069294, -0.15284430222552017, 0.85086624500081]",0.0,False
235,"[0.03601957607772351, 0.9690059409942553, -0.14865158996279723, -1.762249363296677, -0.6737116079391847, 2.1541883716174564, 0.42780625499592445]","[-0.04125061536275193, -0.1507703294346689, 0.8439634814919633]",0.0,False
236,"[0.04551021194896277, 0.974564083031485, -0.1700199737208861, -1.7559097214745276, -0.7231552547756126, 2.13685452612739, 0.45717430834806017]","[-0.040464201513077225, -0.1651271128241175, 0.8483842896161932]",0.0,False
237,"[0.049076023961781304, 0.9708861898113069, -0.1656014835277002, -1.7771554111352663, -0.7297161351459365, 2.1165551939129834, 0.48285499278113]","[-0.051592296844784544, -0.16435996716457918, 0.8476624476715344]",0.0,False
238,"[0.05192951170910424, 0.9576596035379068, -0.1542784467247575, -1.80057592026614, -0.7152233236138766, 2.0870331066836174, 0.48746354993274166]","[-0.06405433358296159, -0.15722558959445107, 0.8490347494146347]",0.0,False
239,"[0.06162184922643514, 0.9395026811763054, -0.15284800033341203, -1.819675554422952, -0.7414445958638273, 2.0463737307792527, 0.49776313292560503]","[-0.07057485365664064, -0.1576336859085657, 0.8587657275627972]",0.0,False
240,"[0.059843905092499525, 0.9350459025817585, -0.13914406998156742, -1.8017129547138206, -0.7288076242670316, 2.0144597068247267, 0.509527034748556]","[-0.06612919898802364, -0.15235417627743356, 0.8650326451913294]",0.0,False
241,"[0.046642615227689144, 0.9466209804328893, -0.11499136191168574, -1.7662774619594728, -0.6784417320940694, 2.0028686445928567, 0.49672695411786344]","[-0.058579224918609216, -0.14003009456497256, 0.8618950304759396]",0.0,False
242,"[0.03794197880495795, 0.9643379249407189, -0.11291749616426629, -1.7402915553889906, -0.6556618130885693, 1.9934486528127717, 0.4864750637903269]","[-0.056491654001235105, -0.14070422572602084, 0.8576088801605496]",0.0,False
243,"[0.04100683047732538, 0.9818591624381305, -0.12203536851734235, -1.709275715501664, -0.6877562692361101, 1.985493410584013, 0.5104915205837469]","[-0.047088585575744996, -0.14919610493562363, 0.8585632590169949]",0.0,False
244,"[0.053134027741777265, 0.9928590657657848, -0.13264189936909687, -1.6966477560391708, -0.7470692258848635, 1.976538851136003, 0.554402876379787]","[-0.039830820862176604, -0.15682092315885013, 0.86123298711773]",0.0,False
245,"[0.06680315898504245, 1.002264774810536, -0.12689752410729072, -1.6967086323982457, -0.7807918931766211, 1.9606991139476566, 0.5838006184349991]","[-0.0403648542039784, -0.1522814767114846, 0.859389619355857]",0.0,False
